image_name,image_id,class,class_id,fruit,vegetable,common_name,scientific_name,cultivar,specimen_id,day,storage,temperature_c,humidity_rh,weight_g,weight_loss_pct,diameter_mm,firmness_n,ripeness,ripeness_id,freshness,remaining_shelf_life,day_spoiled,camera,lighting,image_width,image_height,photographer,view,session,relative_path,qc_pass,source_dataset,source_split,label_origin,rsl_is_proxy,split
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f027_e96c340f3f.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f027_e96c340f3f,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-e96c340f3f,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f027_e96c340f3f.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f654_341360ae19.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f654_341360ae19,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-341360ae19,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f654_341360ae19.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-08 at 5.09.25 PM_217777f772.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-08 at 5.09.25 PM_217777f772,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-217777f772,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-08 at 5.09.25 PM_217777f772.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.15.01 PM_444a1fec16.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.15.01 PM_444a1fec16,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-444a1fec16,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.15.01 PM_444a1fec16.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-08 at 5.03.34 PM_809b3670ae.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-08 at 5.03.34 PM_809b3670ae,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-809b3670ae,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-08 at 5.03.34 PM_809b3670ae.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f637_05e8960d7b.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f637_05e8960d7b,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-05e8960d7b,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f637_05e8960d7b.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_15_Screen Shot 2018-06-08 at 5.25.02 PM_b99d0089c1.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_15_Screen Shot 2018-06-08 at 5.25.02 PM_b99d0089c1,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-b99d0089c1,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_15_Screen Shot 2018-06-08 at 5.25.02 PM_b99d0089c1.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.12.41 PM_4d15b42f4a.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.12.41 PM_4d15b42f4a,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-4d15b42f4a,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.12.41 PM_4d15b42f4a.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f419_2d53fe9bb3.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f419_2d53fe9bb3,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-2d53fe9bb3,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f419_2d53fe9bb3.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f380_b303673274.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f380_b303673274,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-b303673274,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f380_b303673274.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-08 at 5.11.24 PM_b3b00aa5b5.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-08 at 5.11.24 PM_b3b00aa5b5,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-b3b00aa5b5,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-08 at 5.11.24 PM_b3b00aa5b5.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f397_025b2b61e2.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f397_025b2b61e2,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-025b2b61e2,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f397_025b2b61e2.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.28.15 PM_6923164fe4.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.28.15 PM_6923164fe4,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-6923164fe4,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.28.15 PM_6923164fe4.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.17.10 PM_3c4cf287a6.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.17.10 PM_3c4cf287a6,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-3c4cf287a6,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-08 at 5.17.10 PM_3c4cf287a6.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-08 at 5.26.47 PM_0072252ce0.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-08 at 5.26.47 PM_0072252ce0,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-0072252ce0,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-08 at 5.26.47 PM_0072252ce0.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f178_02a4e7b05a.png,APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f178_02a4e7b05a,Fresh,0,Apple,,Apple,Malus domestica,unknown_public,APL-PUB-02a4e7b05a,,unknown,,,,,,,Fresh,0,Fresh_OK,7.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Apple/Fresh/APL-PUB_Fresh_HF_Densu341_FreshRotten_a_f178_02a4e7b05a.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
